,Region,Categoria,Marca,Segmento,Quincena,MES,AÑO,VSIGV
3599,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2019,308316.746
3600,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2018,621399.5125
3601,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2018,1516272.2454
3602,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,6,2020,7047.3432
3603,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,6,2019,2251897.9998
3604,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,8,2019,3993042.48
3605,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,7,2019,418269.372
3606,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,11,2020,3927179.6279
3607,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,5,2020,584714.0372
3608,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,3,2019,26183.0427
3609,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,1,2021,335742.5216
3610,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,3,2021,4289140.3555
3611,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,5,2019,16152709.6961
3612,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,7,2020,1761.6584
3613,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2019,3735086.4055
3614,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,9,2019,226194.9417
3615,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,7,2019,219212.7244
3616,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,9,2018,6095656.1156
3617,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2020,405888.331
3618,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2018,1317533.353
3619,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2,2020,22453.224
3620,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,4,2019,362753.3889
3621,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,12,2020,4821.599
3622,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,3,2018,3823697.4898
3623,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,8,2019,2951969.3362
3624,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2020,1996968.7113
3625,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,7,2020,6547.2384
3626,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,8,2020,3362800.1584
3627,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2020,14329632.0531
3628,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2020,102171.9551
3629,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2018,2090764.9421
3630,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,9,2019,9151123.0907
3631,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,3,2021,1507.639
3632,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,3,2021,178351.4801
3633,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,5,2019,1388603.6578
3634,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,11,2019,16385.6925
3635,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,12,2018,2474259.3329
3636,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,1,2020,8266607.0194
3637,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,5,2019,8083622.7555
3638,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2020,217833.5557
3639,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,11,2018,154610.9701
3640,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,9,2018,690074.5215
3641,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,8,2018,332027.5167
3642,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,4,2018,1734024.0712
3643,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2020,1552146.669
3644,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,1,2021,3611650.011
3645,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,7,2018,269174.2308
3646,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,9,2019,914988.1666
3647,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,10,2019,6959427.5827
3648,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,7,2020,1316115.5602
3649,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2020,11894541.1771
3650,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,5,2018,47139.4124
3651,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,5,2020,8806233.7261
3652,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,4,2018,22482.3461
3653,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,10,2019,428885.6983
3654,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,12,2019,7630281.7295
3655,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,10,2019,4225840.7966
3656,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2019,3550334.4315
3657,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,2,6,2018,173806.9839
3658,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,1,2019,557465.1861
3659,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2020,423267.4646
3660,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2020,204197.8813
3661,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,6,2019,306942.9031
3662,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,7,2019,2348567.5138
3663,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,4,2019,700965.0253
3664,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,10,2018,892726.7147
3665,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,3,2020,999.07
3666,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,10,2018,44928.1822
3667,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2018,144474.456
3668,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,4,2020,182390.473
3669,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,8,2020,1131077.9693
3670,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,3,2020,973309.7572
3671,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,3,2018,6639209.9546
3672,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,5,2020,106031.2704
3673,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,2,2019,305489.7645
3674,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,12,2020,121606.2578
3675,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,6,2020,2304591.6222
3676,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,11,2019,891890.9281
3677,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,11,2018,1927267.2167
3678,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2019,2770442.1384
3679,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,12,2020,950530.1374
3680,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2,2020,389815.5208
3681,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2018,4731141.7067
3682,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,9,2018,1464876.9954
3683,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,11,2018,76806.3642
3684,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,6,2020,111026.0223
3685,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,9,2020,766512.9723
3686,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,10,2019,2901138.6039
3687,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,11,2020,245131.7957
3688,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,11,2018,1618274.3834
3689,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,9,2018,2138556.6704
3690,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,7,2020,838687.3393
3691,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2,2021,1038475.439
3692,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,4,2018,1003999.6295
3693,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,7,2019,128263.9989
3694,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,1,2021,9943170.989
3695,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2018,170505.0279
3696,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,4,2021,19722.7906
3697,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,10,2019,88239.542
3698,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,10,2020,1482247.1264
3699,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,12,2019,10917.9147
3700,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,5,2018,242080.9927
3701,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2020,5533320.2158
3702,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,8,2020,1371558.395
3703,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2021,147304.7514
3704,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2018,5141.5918
3705,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,8,2018,7907275.1148
3706,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,4,2018,1683482.2462
3707,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,6,2018,4852958.349
3708,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2021,127949.3041
3709,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,5,2018,10466594.0433
3710,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,5,2020,111673.2281
3711,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,7,2020,10309.5761
3712,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,2,2019,380377.3079
3713,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2021,531375.1086
3714,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,8,2020,10892611.3422
3715,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,5,2018,158316.6631
3716,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,1,7,2019,2940960.563
3717,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,9,2019,407561.8562
3718,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,3,2019,351622.6696
3719,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,11,2019,4933.4758
3720,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,4,2019,11363821.9552
3721,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2019,5210871.7194
3722,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,3,2021,11766.3648
3723,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,8,2019,303877.2538
3724,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,10,2018,16370.4858
3725,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,1,2018,274061.0623
3726,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,9,2019,4467.5727
3727,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,4,2020,278397.1215
3728,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,3,2018,12382.1851
3729,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,12,2020,8612590.933
3730,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,3,2019,293564.5828
3731,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,6,2019,22665.65
3732,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,1,2018,19288.9704
3733,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,9,2020,8156345.7006
3734,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,1,9,2020,197407.9667
3735,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2021,174870.9791
3736,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,1,2019,25394.1886
3737,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,6,2020,8688787.6752
3738,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,10,2019,304636.8839
3739,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,7,2020,1035934.6285
3740,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,7,2020,3635.1324
3741,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,2,4,2020,22471.6474
3742,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,10,2019,354073.2968
3743,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,6,2019,42307.1578
3744,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,1,2019,228717.9847
3745,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,9,2020,2360.53
3746,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,9,2020,989229.3529
3747,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,5,2020,218879.1263
3748,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,9,2019,251382.4779
3749,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2021,54257.88
3750,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,2,5,2020,20766.6233
3751,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,10,2020,5622.4527
3752,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,6,2020,431114.7315
3753,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,12,2019,366824.7979
3754,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2021,86818.4153
3755,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,7,2018,6149934.3326
3756,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,2,10,2018,151943.256
3757,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,5,2018,27084.3701
3758,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,11,2019,573733.9452
3759,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,9,2019,15971730.7383
3760,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2018,29348.8027
3761,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,5,2020,2720.599
3762,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,11,2019,14817.8505
3763,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,1,2018,54201.6803
3764,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,3,2018,146024.0885
3765,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,8,2020,218951.5883
3766,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,2,2,2021,6752.1911
3767,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,1,2020,382269.5243
3768,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,10,2020,1559308.1619
3769,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,7,2018,909179.04
3770,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,4,2019,6107101.8311
3771,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,9,2019,75556.4739
3772,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2019,650344.0649
3773,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,5,2019,363720.2776
3774,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,5,2018,233274.9431
3775,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,3,2021,121.06
3776,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,3,2020,469092.3614
3777,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,6,2019,392963.9552
3778,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,3,2018,624569.4494
3779,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2,2020,982435.7677
3780,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,11,2018,206955.5733
3781,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,1,2021,1008.42
3782,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,5,2019,5816802.0013
3783,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,5,2018,132635.9173
3784,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,1,2020,6169449.1498
3785,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2019,172332.367
3786,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,10,2018,493652.0954
3787,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,12,2017,10221.2
3788,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,6,2019,1042652.7397
3789,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,1,2019,775300.7861
3790,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,10,2019,655972.6138
3791,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,5,2019,2466573.1019
3792,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,3,2020,685649.7954
3793,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,4,2021,38670.7298
3794,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2019,103228.2789
3795,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,10,2018,414709.7705
3796,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2,2021,5977374.1635
3797,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,2,7,2019,445507.2221
3798,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,2,2,2020,453771.623
3799,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2020,131416.5537
3800,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,3,2021,576132.243
3801,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,9,2018,171077.338
3802,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,2,5,2018,417917.3799
3803,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,7,2020,150333.8213
3804,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,4,2019,729140.0631
3805,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,3,2018,40190.076
3806,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,1,10,2018,29921.4373
3807,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,7,2019,317245.6253
3808,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,11,2019,109395.2108
3809,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,2,9,2020,939078.6734
3810,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2020,143757.0398
3811,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,9,2019,583650.6044
3812,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2,2018,122004.2926
3813,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,1,9,2020,267940.9673
3814,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,9,2018,195619.8279
3815,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,6,2019,360964.9072
3816,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,11,2020,7071193.6284
3817,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,11,2018,19902.7443
3818,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2018,309412.8713
3819,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,7,2019,22336.1559
3820,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2,2019,2840627.2372
3821,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,3,2020,663313.704
3822,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,3,2021,1288472.4919
3823,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2018,3068847.5376
3824,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,5,2019,2597085.138
3825,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,10,2019,3695119.1683
3826,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,5,2020,1242266.8581
3827,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,1,2021,9407051.2022
3828,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,9,2020,3533.8332
3829,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,3,2019,325662.2347
3830,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,6,2020,7983674.256
3831,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,11,2019,4299468.9898
3832,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,6,2019,13795519.9159
3833,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,3,2021,1195401.9577
3834,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,3,2020,6920.7752
3835,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,7,2018,910640.3248
3836,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,8,2020,6827248.4873
3837,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,2,2020,382325.8184
3838,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,4,2021,630800.5487
3839,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,3,2020,38145.9728
3840,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,6,2020,84692.7066
3841,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2017,3557.79
3842,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2,2019,14867546.1779
3843,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,1,7,2018,8496218.884
3844,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,9,2019,2514393.9252
3845,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,10,2018,8921195.736
3846,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,12,2018,13165.1528
3847,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,2,3,2018,1724340.4056
3848,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,4,2019,2198831.0766
3849,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,1,10,2020,2275.4349
3850,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2020,143746.5833
3851,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2,2021,8208097.7296
3852,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,12,2019,166950.5195
3853,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,2,12,2018,6190383.4134
3854,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,6,2018,995718.4085
3855,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,4,2019,272596.4022
3856,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,2,2019,9573361.3163
3857,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,1,2019,314193.9189
3858,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2,2021,6131.8926
3859,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,2,10,2018,196280.5465
3860,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,9,2020,533592.379
3861,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,4,2020,5153.9389
3862,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,12,2020,2055049.1098
3863,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,4,2020,1638688.958
3864,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,2,6,2018,9857425.9463
3865,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,1,5,2020,4093481.486
3866,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,4,2018,37079.4064
3867,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,1,2018,5327.5717
3868,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,6,2019,7021006.068
3869,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,8,2018,1977595.3511
3870,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,8,2019,1134866.8966
3871,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,1,8,2019,15279.0442
3872,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2,2021,173324.8008
3873,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,9,2018,1383978.3215
3874,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,1,2021,417463.0
3875,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,1,6,2020,2014.5714
3876,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,1,8,2019,251382.5336
3877,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,12,2018,60223.8921
3878,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,8,2019,1041167.554
