,Region,Categoria,Marca,Segmento,WEEK,YEAR,VSIGV
6537,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,23,2018,80562.1849
6538,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,37,2020,1329.4728
6539,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,42,2019,207938.1662
6540,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,15,2021,51237.9559
6541,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,47,2018,222215.9556
6542,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,14,2021,81.5806
6543,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,29,2020,1642357.4758
6544,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,19,2019,60389.2619
6545,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,39,2020,495747.494
6546,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,21,2018,1189886.046
6547,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,17,2020,381024.7981
6548,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,45,2020,5264.7201
6549,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,42,2019,151482.7183
6550,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,25,2018,863427.5419
6551,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,29,2020,1523462.6898
6552,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,34,2020,48641.7028
6553,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,51,2018,1024.2255
6554,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2018,409854.3486
6555,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2019,357841.0975
6556,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,13,2018,93729.6618
6557,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,1,2019,42344.3766
6558,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,28,2018,862586.9486
6559,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,34,2020,0.0
6560,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,52,2018,139874.3066
6561,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,34,2018,23229.1792
6562,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,41,2019,19836.7358
6563,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,26443.5133
6564,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,37,2018,1766386.3372
6565,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,25,2019,50155.5984
6566,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,42,2018,143001.3706
6567,LIMA,01 Mascotas,038 Ok Pet,40 Mascotas,18,2020,17.92
6568,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,12,2020,4893.0138
6569,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,41,2018,9947.807
6570,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,1226746.8573
6571,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,30,2019,41991.5107
6572,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,52,2018,72263.9721
6573,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,26,2018,13330.4439
6574,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2018,152822.9581
6575,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,42,2018,699.1553
6576,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,21,2020,76538.2851
6577,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,21,2019,161169.126
6578,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,47,2019,7193.5058
6579,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,33,2019,1618329.7451
6580,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,17,2019,3062965.5657
6581,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,51,2020,1280.981
6582,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,17,2019,973094.4292
6583,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,19,2019,307483.1709
6584,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,37,2019,163348.8955
6585,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,35,2019,7913452.6285
6586,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,21,2019,1025620.1644
6587,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,20,2020,1963.0381
6588,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,37,2018,1367482.4349
6589,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,40,2020,1498.9247
6590,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2018,8880.997
6591,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,44,2020,4518424.2003
6592,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,2729.7123
6593,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2021,375480.3228
6594,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,31,2018,4243436.7895
6595,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2021,2093938.0302
6596,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,36,2019,1529931.4983
6597,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,23,2018,134120.1305
6598,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,39,2019,6905592.1235
6599,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,13,2019,124597.8215
6600,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2021,21060.4215
6601,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,39,2018,553649.5256
6602,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2018,130340.969
6603,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,24,2018,105685.7533
6604,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,20,2018,198747.7039
6605,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,6,2021,31355.6452
6606,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,34,2019,152763.7533
6607,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,43,2019,3410429.1084
6608,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,33,2019,1300740.7724
6609,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,41,2018,111497.6824
6610,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,3,2021,4718.0327
6611,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2020,7028334.3189
6612,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,35,2020,4975441.0421
6613,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,32,2020,3945150.4428
6614,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,40,2018,715879.1687
6615,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2021,126768.8017
6616,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2020,6138.5256
6617,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,28,2018,2238.1111
6618,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,5,2019,341977.0207
6619,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,14,2018,31181.7824
6620,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,34,2019,92881.0951
6621,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2020,52611.842
6622,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,41,2020,111054.5885
6623,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,2,2018,752912.3699
6624,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,33,2020,228238.5534
6625,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,30,2020,7712.2459
6626,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,45,2020,354943.1815
6627,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,51,2020,62658.6605
6628,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,47,2019,1490755.9697
6629,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,43,2020,668561.4877
6630,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,41,2020,504643.734
6631,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,13,2020,263237.4151
6632,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,13,2018,4230.3394
6633,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,37,2018,321797.6953
6634,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,42,2020,9552.33
6635,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,39,2020,3417103.4527
6636,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,37,2020,687834.3726
6637,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,20,2019,177420.1245
6638,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,16,2019,192456.6527
6639,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,24494.9482
6640,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,10,2019,137360.7396
6641,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,24,2019,3079.5796
6642,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,11,2021,1128.12
6643,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,9,2018,224074.5255
6644,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,53,2018,3171.4103
6645,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,41,2020,1696513.3754
6646,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,4,2020,6929.3502
6647,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,52,2020,1368536.6492
6648,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,14,2018,79802.7677
6649,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,50,2020,88223.2153
6650,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,47,2018,460839.8026
6651,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,20,2020,331935.5334
6652,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,14,2019,159632.9971
6653,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,4,2019,1028411.8711
6654,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,11,2021,2949144.9843
6655,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,41,2018,173718.1687
6656,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,27,2018,21517.8985
6657,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,24,2018,907890.7449
6658,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,53,2019,2212157.4455
6659,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,13,2018,160275.9958
6660,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,38,2019,1640259.2687
6661,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,40,2018,58420.9375
6662,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,32,2019,129809.6301
6663,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,43,2020,201681.9513
6664,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,39,2018,132193.5397
6665,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,37,2018,5690.5497
6666,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,7,2018,6037.8292
6667,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,19,2018,1485607.0792
6668,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,5,2018,8327.8699
6669,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,27,2020,266123.2933
6670,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,33,2020,60410.9009
6671,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,17,2020,281547.7119
6672,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,19,2019,154782.8795
6673,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,31,2019,877776.4994
6674,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,16,2019,1281948.8276
6675,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2021,3989256.7305
6676,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,23,2019,64591.2927
6677,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,44,2020,2471.7248
6678,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,42,2019,956828.987
6679,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,8,2021,116725.7212
6680,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,19,2019,184297.9957
6681,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,25,2020,45060.7281
6682,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,36,2019,6142946.805
6683,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2019,4980297.9218
6684,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,10,2019,114692.3109
6685,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,41,2020,1254.21
6686,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,8,2020,1484.8464
6687,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2020,196690.8421
6688,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,14,2019,688168.9511
6689,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,25,2018,113939.6337
6690,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,4,2021,42761.6248
6691,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,18,2020,2498532.0442
6692,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,44,2020,8062365.2929
6693,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,38,2020,1496053.6563
6694,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,12,2020,241400.3477
6695,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,34,2018,7625.1325
6696,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,19,2020,85757.3135
6697,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,22,2020,1176024.6415
6698,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,37,2018,57364.3046
6699,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,21,2019,362064.736
6700,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,48,2019,283741.8401
6701,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,38,2020,4965.5557
6702,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,51,2020,2193.4335
6703,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,4,2018,3355.1783
6704,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,15,2021,-5.34
6705,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,41,2020,18863.2361
6706,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,46,2018,7275.0732
6707,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,14,2020,7510564.9071
6708,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,14,2018,1323500.0988
6709,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,29,2019,40176.2103
6710,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,2,2018,3812.4641
6711,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,16,2019,81966.7659
6712,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,12,2021,608822.5532
6713,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,24,2019,163780.0221
6714,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,22,2019,3968177.7344
6715,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,27,2020,79662.9197
6716,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,33,2018,14821.8904
6717,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,34,2018,214506.2649
6718,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2018,127759.6776
6719,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,9,2020,182265.9665
6720,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,38,2018,91611.2593
6721,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,36,2020,278.7
6722,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,18,2018,588243.0405
6723,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,52,2018,181033.2532
6724,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,10,2018,4247224.4616
6725,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,40,2018,2143684.2514
6726,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,30,2019,673125.4123
6727,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,39,2018,10768.1526
6728,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,36,2018,390663.4858
6729,CENTRO-ORIENTE,01 Mascotas,038 Ok Pet,40 Mascotas,41,2020,688.6057
6730,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,17,2018,99742.0345
6731,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2020,180675.4921
6732,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,33,2019,1202077.6127
6733,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,19,2019,20613.6001
6734,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2019,4241877.5004
6735,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,14,2020,1007.75
6736,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2018,10482.9386
6737,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,13,2020,429430.5792
6738,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,24,2018,61375.3873
6739,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,24,2018,2077182.4075
6740,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2018,13183.4261
6741,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,42,2019,312013.3685
6742,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2021,5649.221
6743,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,43,2020,19823.9274
6744,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2020,656721.1494
6745,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,48,2020,6017756.4945
6746,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,48,2020,1559318.8406
6747,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2018,127432.829
6748,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2019,64941.0708
6749,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,46,2019,3748396.3079
6750,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,18,2019,3605.9528
6751,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,20,2020,705535.9901
6752,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,50,2018,29169.5184
6753,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,23,2018,6270.4644
6754,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2020,49024.5519
6755,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,4,2021,20206.5496
6756,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,28,2019,112277.1881
6757,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,49,2018,6178048.7238
6758,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,13,2019,387355.2666
6759,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,51,2018,1549417.696
6760,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,14,2019,1382290.8715
6761,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,44,2018,2564386.3537
6762,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,15,2020,3346251.3702
6763,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,44,2018,1236663.9513
6764,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,35,2019,40749.0283
6765,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,13,2020,2426.4149
6766,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,22,2019,9772.3458
6767,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,33,2018,270341.5995
6768,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2018,10603.6362
6769,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,40,2019,145461.9917
6770,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,38,2020,172711.8003
6771,NORTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,24,2020,104371.6366
6772,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,16,2019,286385.4554
6773,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,16,2020,287762.106
6774,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,47,2019,22449.0442
6775,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,18,2020,3129.8627
6776,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2020,613674.4084
6777,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,5,2018,339871.8049
6778,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,52,2019,917396.0597
6779,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,40,2019,5919130.6732
6780,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,34,2018,230923.4975
6781,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,50,2020,110989.0423
6782,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,27,2020,59367.4409
6783,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2021,495233.8584
6784,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,20,2018,449440.9656
6785,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,53,2020,4308084.9006
6786,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,4,2018,79519.5037
6787,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,15,2018,3073888.2088
6788,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2021,857294.3416
6789,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,31,2020,83294.0157
6790,NORTE,01 Higiénicos Masivos,003 Noble,10 Masivos,50,2018,3504521.007
6791,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,4,2020,167526.4413
6792,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,24,2019,1475295.8373
6793,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,38,2020,1839117.0166
6794,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,39,2018,68090.4329
6795,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,38,2020,987640.1005
6796,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,24,2020,534295.196
6797,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,29,2019,329049.6226
6798,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,20,2019,149498.8828
6799,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2018,100926.7789
6800,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,25,2020,223036.7482
6801,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,50,2019,227163.7731
6802,SUR,03 Servilletas Masivos,003 Noble,10 Masivos,50,2020,-13684.2483
6803,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2019,14621.9492
6804,SUR,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,33,2018,130457.6755
6805,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,27,2020,96099.3474
6806,SUR,03 Servilletas Masivos,006 Nova,10 Masivos,13,2018,1509.2949
6807,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,30,2018,12976.9777
6808,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,1,2021,40.32
6809,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,27,2020,71364.4617
6810,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,25,2019,118681.7012
6811,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2021,3001.3892
6812,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,21,2020,183167.1763
6813,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2018,85214.1168
6814,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,46,2019,3682005.8772
6815,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,48,2020,3713777.6139
6816,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,30,2020,283367.9837
6817,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,15,2019,3377848.8033
6818,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,17,2019,168726.7425
6819,LIMA,03 Servilletas Masivos,003 Noble,10 Masivos,8,2019,11304.5492
6820,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,1,2021,23565.2782
6821,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,21,2018,93052.5205
6822,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,53,2020,311512.9139
6823,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,51,2020,1803316.0526
6824,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,34,2020,6782.1728
6825,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,34,2019,951997.6148
6826,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,3,2020,19305.496
6827,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,32,2018,7430.1588
6828,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2018,4132.6947
6829,CENTRO-ORIENTE,03 Servilletas Masivos,003 Noble,10 Masivos,14,2019,132144.7091
