,Region,Categoria,Marca,Segmento,MONTH,YEAR,VSIGV
883,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2020,657623.3112
884,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2020,8634425.6358
885,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2021,23183958.1799
886,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2019,1368130.971
887,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2021,262168.9344
888,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2018,875855.3151
889,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2020,3280141.9325
890,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2018,13869871.9159
891,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2018,124765.6905
892,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2019,2857735.4449
893,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2020,2237998.4305
894,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2018,6801158.0017
895,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2019,7092284.4588
896,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2020,5475524.6047
897,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,5,2019,6608496.3493
898,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,8,2019,215202.8577
899,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,3,2020,2074765.5381
900,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2020,9708791.1865
901,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2020,132755.5417
902,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,11,2018,1221706.686
903,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2020,22260628.9983
904,LIMA,02 Rollos de Cocina,001 Elite,10 Masivos,12,2018,4454535.1169
905,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,9,2020,1784874.1347
906,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,10,2018,5792663.094
907,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2018,2458391.8243
908,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,2,2021,4148.9183
909,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,4,2021,1684.5701
910,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2019,7863093.8934
911,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2020,529166.7946
912,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2019,4106099.7148
913,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2021,16638150.0738
914,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2018,1147037.3743
915,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2020,1724705.2196
916,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,3,2018,2826525.4843
917,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2018,15183362.7851
918,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,8,2018,3903954.703
919,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,7,2020,24671479.1365
920,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,10,2019,203066.5581
921,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,1,2018,9193293.6301
922,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2018,4310822.8045
923,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,4,2019,4707904.9885
924,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2020,23671679.1502
925,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,397040.1013
926,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,7,2020,15092997.947
927,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2021,1838482.6143
928,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2020,7088684.6376
929,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2020,3856738.2912
930,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2018,4720550.0056
931,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,3,2021,17932715.5652
932,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2018,1529661.4834
933,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,3,2020,1285.206
934,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,2021,27291.5227
935,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,5,2018,3864985.4977
936,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2020,2819474.6546
937,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,8,2019,6753857.8453
938,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2020,23537567.639
939,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2019,1870586.8328
940,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2019,19799815.7786
941,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2019,5372890.2187
942,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,4,2020,9935265.5628
943,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,1,2019,5602747.7398
944,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,8,2019,30430157.2444
945,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,2018,363103.7805
946,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,9,2020,134909.7115
947,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2020,7222596.1955
948,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2020,4282283.4629
949,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2019,6208566.2384
950,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2018,5620685.2671
951,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2018,34430723.0283
952,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,1,2021,705766.1989
953,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2019,2859335.6063
954,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2021,8671345.8386
955,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2019,6903089.4731
956,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,3,2018,589233.9629
957,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,2018,2481229.5999
958,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,9,2018,2782410.3484
959,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,6,2020,3618630.548
960,NORTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,11,2020,18713.9671
961,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,5,2019,4494608.1521
962,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2018,2429859.4749
963,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2020,30936789.5453
964,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2020,4650412.941
965,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,8,2020,3860642.6243
966,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,2,2021,2422021.4073
967,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2019,33334135.9262
968,LIMA,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2020,88093.2117
969,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,9,2019,5442980.3345
970,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2018,1616894.6594
971,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2020,7247326.6829
972,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,3,2020,456547.0443
973,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,7,2019,757149.1622
974,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,5,2020,9230298.4179
975,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,9,2020,3083747.7105
976,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,5,2018,423839.3671
977,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2019,29815979.9611
978,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,1,2021,18579436.4849
979,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,3,2019,3894881.1396
980,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,7,2018,2098932.855
981,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2018,115413.5408
982,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,12,2018,4164488.336
983,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,4,2020,4008191.121
984,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,8,2019,7579753.7084
985,CENTRO-ORIENTE,01 Mascarilla ,001 Elite,30 Productos Sanitarios,1,2021,69812.074
986,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2020,247032.6078
987,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,9,2019,6153643.019
988,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,11,2020,3041894.0005
989,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2018,1099685.1584
990,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,8,2018,703353.3977
991,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,11,2018,480206.474
992,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,7,2019,676117.5976
993,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,3,2020,576365.9304
994,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,3,2021,15055.7296
995,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2020,234530.3414
996,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2018,1724518.2407
997,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2019,200418.7949
998,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2020,1724697.3043
999,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,12,2020,21933.9181
1000,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2018,498206.9991
1001,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,6,2020,414494.7012
1002,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2019,812873.8435
1003,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,8,2018,423900.5833
1004,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,12,2017,15215.9
1005,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,2,2020,6403689.6546
1006,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2018,17583723.0693
1007,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,12,2020,5215977.4185
1008,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2019,32655527.6102
1009,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2020,382788.2529
1010,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2018,251992.2902
1011,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2020,292635.5351
1012,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2018,1565488.7925
1013,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,12,2019,4548194.9256
1014,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,10,2018,3274786.358
1015,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2021,164315.332
1016,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2019,3588954.0823
1017,LIMA,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2018,2572534.1769
1018,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,8,2020,1667161.3049
1019,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,6,2019,4552395.7404
1020,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,2,2021,-697.4786
1021,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,4,2019,547443.0106
1022,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,8,2018,499909.6975
1023,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2018,47518.8046
1024,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2019,1897176.6067
1025,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2019,171603.9038
1026,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2019,169771.0762
1027,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2018,787090.6455
1028,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2019,331559.1531
1029,LIMA,02 Rollos de Cocina,006 Nova,10 Masivos,11,2020,14955375.025
1030,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,11,2018,549168.4264
1031,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,3,2020,1546003.0704
1032,NORTE,01 Higiénicos Masivos,001 Elite,10 Masivos,2,2018,13488435.7604
1033,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,1,2019,694361.6666
1034,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,5,2018,314262.1481
1035,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,7,2020,450910.9223
1036,SUR,01 Mascotas,038 Ok Pet,40 Mascotas,7,2020,5539.355
1037,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2018,837636.2937
1038,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,2,2018,129355.7384
1039,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2019,5939804.3728
1040,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,4,2021,45920.1297
1041,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2018,3801883.6846
1042,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,11,2020,3531230.4975
1043,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2020,545732.0574
1044,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,12,2019,8313393.8807
1045,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2018,102368.8081
1046,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,4,2019,267680.0354
1047,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,4,2021,524377.3023
1048,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,7,2018,530228.7721
1049,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2020,37744.5727
1050,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2019,6201384.6436
1051,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,6,2019,3925883.7497
1052,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,10,2020,1884179.9003
1053,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2019,67330.5078
1054,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,2,2020,2997983.4292
1055,LIMA,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,2,2021,1965661.5152
1056,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,12,2018,25098.4596
1057,LIMA,03 Servilletas Masivos,001 Elite,10 Masivos,9,2020,2816560.2395
1058,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,4,2020,6431.2371
1059,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,10,2019,17953.6349
1060,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,9,2019,669264.355
1061,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2021,934175.7708
1062,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,3,2019,2100477.7465
1063,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2018,3632594.967
1064,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,10,2018,11424155.8154
1065,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2020,18553720.896
1066,LIMA,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2019,24647103.557
1067,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2019,1599425.9908
1068,NORTE,03 Servilletas Masivos,006 Nova,10 Masivos,6,2020,7812.6625
1069,SUR,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,11,2020,6386205.8782
1070,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2018,13317575.3677
1071,CENTRO-ORIENTE,03 Servilletas Masivos,006 Nova,10 Masivos,8,2019,33354.8184
1072,LIMA,01 Higiénicos Masivos,003 Noble,10 Masivos,8,2020,24875722.4254
1073,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,6,2018,675170.2532
1074,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2019,987318.6423
1075,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2018,2513075.7927
1076,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2018,58316.8519
1077,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,12,2019,3383931.3306
1078,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2021,585662.3145
1079,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2021,222270.0737
1080,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2021,21509.3555
1081,CENTRO-ORIENTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2018,27504.869
1082,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2020,9087045.3672
1083,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,5,2018,185719.1466
1084,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,8,2020,9318231.2411
1085,SUR,02 Rollos de Cocina,001 Elite,10 Masivos,5,2020,1075942.6973
1086,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2019,647769.4412
1087,SUR,04 Pañuelos Masivos,001 Elite,10 Masivos,7,2018,80137.0402
1088,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2018,2887917.3187
1089,NORTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2020,451430.2074
1090,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2018,3911680.6002
1091,CENTRO-ORIENTE,01 Higiénicos Masivos,001 Elite,10 Masivos,9,2019,7828067.1597
1092,SUR,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,1,2019,209100.0959
1093,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,12,2018,1249242.6087
1094,CENTRO-ORIENTE,02 Rollos de Cocina,001 Elite,10 Masivos,7,2018,584484.1056
1095,CENTRO-ORIENTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,4,2021,872107.9529
1096,CENTRO-ORIENTE,01 Higiénicos Masivos,003 Noble,10 Masivos,4,2021,577920.5033
1097,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2018,426860.3473
1098,SUR,01 Higiénicos Masivos,003 Noble,10 Masivos,3,2019,4441711.9425
1099,NORTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2020,1629974.6548
1100,NORTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,7,2020,1564460.3244
1101,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,12,2020,402797.1334
1102,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2018,55573.5022
1103,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,6,2019,713706.3155
1104,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,10,2018,564790.3715
1105,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,1,2018,29578.16
1106,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,9,2020,237516.2335
1107,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,8,2018,126319.2914
1108,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,3,2021,2061983.4544
1109,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,11,2019,635947.1513
1110,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,9,2020,250697.2644
1111,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2020,328675.3628
1112,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2019,200478.356
1113,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,7,2018,9132561.0266
1114,LIMA,01 Higiénicos Masivos,001 Elite,10 Masivos,3,2018,16468956.5251
1115,NORTE,01 Mascotas,038 Ok Pet,40 Mascotas,2,2021,2450.1852
1116,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,4,2019,161502.5547
1117,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,7,2018,866123.769
1118,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2020,1519322.8136
1119,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,5,2019,811499.2927
1120,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,7,2020,251520.8015
1121,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,8,2018,3742211.1489
1122,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2019,1154100.8306
1123,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,12,2020,3544239.878
1124,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,6,2018,485728.5755
1125,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,3,2019,1803028.2024
1126,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,10,2020,907987.6177
1127,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,1,2020,925804.0297
1128,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,3,2019,14963450.7667
1129,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,4,2021,177733.5996
1130,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,9,2018,597995.988
1131,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,4,2021,125873.4018
1132,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,1,2020,14548159.0308
1133,SUR,01 Higiénicos Masivos,001 Elite,10 Masivos,5,2019,14476773.0809
1134,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,12,2019,605971.3218
1135,CENTRO-ORIENTE,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,12,2019,208892.4092
1136,SUR,02 Rollos de Cocina,006 Nova,10 Masivos,8,2020,1456248.1603
1137,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2020,889701.8396
1138,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,10,2019,194359.7917
1139,LIMA,03 Servilletas Masivos,006 Nova,10 Masivos,10,2019,99269.8336
1140,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,12,2018,551036.6203
1141,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,2,2021,368604.5501
1142,SUR,03 Servilletas Masivos,001 Elite,10 Masivos,8,2019,632130.3172
1143,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,9,2019,795770.2651
1144,LIMA,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,5,2018,88948.2903
1145,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,1,2018,337892.0911
1146,NORTE,03 Servilletas Masivos,003 Noble,10 Masivos,3,2019,595428.4945
1147,CENTRO-ORIENTE,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,6,2020,224924.9548
1148,NORTE,03 Servilletas Masivos,001 Elite,10 Masivos,7,2019,4338015.5327
1149,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,11,2019,1202015.4441
1150,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2018,824238.8563
1151,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,8,2019,859783.4233
1152,NORTE,02 Rollos de Cocina,001 Elite,10 Masivos,4,2021,68986.9375
1153,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,2,2020,11815421.2263
1154,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,11,2018,78117.6388
1155,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,5,2019,1591196.1463
1156,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,9,2018,510177.2972
1157,SUR,01 Mascarilla ,001 Elite,30 Productos Sanitarios,4,2021,5504.6103
1158,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,1,2020,2062897.5782
1159,NORTE,02 Rollos de Cocina,006 Nova,10 Masivos,11,2019,1377700.8036
1160,CENTRO-ORIENTE,02 Rollos de Cocina,006 Nova,10 Masivos,3,2019,1229564.2303
1161,SUR,01 Higiénicos Masivos,012 Higienol,10 Masivos,7,2020,1037986.3614
1162,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,4,2020,157244.9696
1163,NORTE,05 Pañales Bebe,008 Babysec,30 Productos Sanitarios,6,2019,13409493.5099
1164,CENTRO-ORIENTE,03 Servilletas Masivos,001 Elite,10 Masivos,12,2018,593410.4456
1165,CENTRO-ORIENTE,10 Toallas Femeninas,036 Ladysoft,30 Productos Sanitarios,1,2019,556675.7611
1166,SUR,11 Toallas Húmedas,008 Babysec,30 Productos Sanitarios,3,2018,59452.445
1167,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,6,2018,35789.9259
1168,LIMA,01 Mascarilla ,001 Elite,30 Productos Sanitarios,3,2021,22923.0452
1169,LIMA,38 Pañales Adultos,037 Cotidian,30 Productos Sanitarios,11,2018,376966.5486
1170,NORTE,04 Pañuelos Masivos,001 Elite,10 Masivos,2,2019,32778.0606
1171,CENTRO-ORIENTE,01 Higiénicos Masivos,012 Higienol,10 Masivos,2,2020,1929548.8551
